Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling,key
"Koopa Troopa, Lakitu, Bowser Jr","Landship, Streetle","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.75,1.75,5,4.5,2,3.5,2,2.75,4.75,4.75,4.25,4.75,1.754.751.7554.523.522.7524.754.254.75
"Koopa Troopa, Lakitu, Bowser Jr","Landship, Streetle","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.75,2,4.75,4.5,2,3.25,2,2.75,4.75,5,4,4.75,24.7524.754.523.2522.752544.75
"Koopa Troopa, Lakitu, Bowser Jr","Landship, Streetle","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2,4.5,1.75,5,4.25,2.25,3.5,1.75,3,4.75,4.75,4.25,4.5,24.51.7554.252.253.51.7532.254.754.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Landship, Streetle","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.25,4.5,2,4.75,4.25,2.25,3.25,2,3,4.75,5,4,4.5,2.254.524.754.252.253.25232.25544.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.25,2,4,4.5,2.25,2.75,3.25,3,4.25,4,5,4.25,24.25244.52.252.753.2532.25454.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.25,2.25,3.75,4.5,2.25,2.5,3.25,3,4.25,4.25,4.75,4.25,2.254.252.253.754.52.252.53.2532.254.254.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,4,2,4,4.25,2.5,2.75,3,3.25,4.25,4,5,4,2.254244.252.52.7533.252.5454
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2.5,4,2.25,3.75,4.25,2.5,2.5,3.25,3.25,4.25,4.25,4.75,4,2.542.253.754.252.52.53.253.252.54.254.754
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,2,3.75,3.25,3,3,3,3,4,3.75,4.25,3.75,3323.753.25333333.754.253.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3,2.25,3.5,3.25,3,2.75,3,3,4,4,4,3.75,3.2532.253.53.2532.75333443.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",3.25,2.75,2,3.75,3,3.25,3,2.75,3.25,4,3.75,4.25,3.5,3.252.7523.7533.2532.753.253.253.754.253.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3.5,2.75,2.25,3.5,3,3.25,2.75,3,3.25,4,4,4,3.5,3.52.752.253.533.252.7533.253.25443.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.5,2.5,5,3.75,2.5,2.75,3.25,2.75,3.5,3.5,4,4,33.52.553.752.52.753.252.752.53.544
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,2.75,4.75,3.75,2.5,2.5,3.25,2.75,3.5,3.75,3.75,4,3.253.52.754.753.752.52.53.252.752.53.753.754
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",3.25,3.25,2.5,5,3.5,2.75,2.75,3,3,3.5,3.5,4,3.75,3.253.252.553.52.752.75332.753.543.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3.5,3.25,2.75,4.75,3.5,2.75,2.5,3.25,3,3.5,3.75,3.75,3.75,3.53.252.754.753.52.752.53.2532.753.753.753.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.75,2.5,4.75,3.5,2.75,3.25,3.25,2.75,3.75,3.5,4.5,4.25,2.753.752.54.753.52.753.253.252.752.753.54.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.75,2.75,4.5,3.5,2.75,3,3.25,2.75,3.75,3.75,4.25,4.25,33.752.754.53.52.7533.252.752.753.754.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",3,3.5,2.5,4.75,3.25,3,3.25,3,3,3.75,3.5,4.5,4,33.52.54.753.2533.253333.54.54
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",3.25,3.5,2.75,4.5,3.25,3,3,3.25,3,3.75,3.75,4.25,4,3.253.52.754.53.25333.25333.754.254
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.5,1.75,4.25,4.75,2,3,2.75,3.25,4.5,4.25,5,4.75,24.51.754.254.75232.753.2524.2554.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.5,2,4,4.75,2,2.75,2.75,3.25,4.5,4.5,4.75,4.75,2.254.5244.7522.752.753.2524.54.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",2.25,4.25,1.75,4.25,4.5,2.25,3,2.5,3.5,4.5,4.25,5,4.5,2.254.251.754.254.52.2532.53.52.254.2554.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2.5,4.25,2,4,4.5,2.25,2.75,2.75,3.5,4.5,4.5,4.75,4.5,2.54.25244.52.252.752.753.52.254.54.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,2.75,3.25,3.25,3,2.25,3.75,2.5,4,3.25,4.5,4,2.753.252.753.253.2532.253.752.533.254.54
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.25,3,3,3.25,3,2,3.75,2.5,4,3.5,4.25,4,33.25333.25323.752.533.54.254
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",3,3,2.75,3.25,3,3.25,2.25,3.5,2.75,4,3.25,4.5,3.75,332.753.2533.252.253.52.753.253.254.53.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",3.25,3,3,3,3,3.25,2,3.75,2.75,4,3.5,4.25,3.75,3.2533333.2523.752.753.253.54.253.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,2.75,3.5,3.75,2.75,2.75,3.75,3,4.5,4.25,4.75,4.75,2.53.52.753.53.752.752.753.7532.754.254.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,3,3.25,3.75,2.75,2.5,3.75,3,4.5,4.5,4.5,4.75,2.753.533.253.752.752.53.7532.754.54.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,2.75,3.5,3.5,3,2.75,3.5,3.25,4.5,4.25,4.75,4.5,2.753.252.753.53.532.753.53.2534.254.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",3,3.25,3,3.25,3.5,3,2.5,3.75,3.25,4.5,4.5,4.5,4.5,33.2533.253.532.53.753.2534.54.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4,2.25,4.75,4.25,2.25,2.5,3,3.5,4,3.5,4.5,4.5,2.2542.254.754.252.252.533.52.253.54.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4,2.5,4.5,4.25,2.25,2.25,3,3.5,4,3.75,4.25,4.5,2.542.54.54.252.252.2533.52.253.754.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2.5,3.75,2.25,4.75,4,2.5,2.5,2.75,3.75,4,3.5,4.5,4.25,2.53.752.254.7542.52.52.753.752.53.54.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.75,3.75,2.5,4.5,4,2.5,2.25,3,3.75,4,3.75,4.25,4.25,2.753.752.54.542.52.2533.752.53.754.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,4,2.25,4.5,4,2.5,3,3.25,3.25,4.25,4,4.75,4.5,2.542.254.542.533.253.252.544.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,4,2.5,4.25,4,2.5,2.75,3.25,3.25,4.25,4.25,4.5,4.5,2.7542.54.2542.52.753.253.252.54.254.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.75,2.25,4.5,3.75,2.75,3,3,3.5,4.25,4,4.75,4.25,2.753.752.254.53.752.75333.52.7544.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",3,3.75,2.5,4.25,3.75,2.75,2.75,3.25,3.5,4.25,4.25,4.5,4.25,33.752.54.253.752.752.753.253.52.754.254.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,5,2.25,4,5,1.75,2.75,2.25,2.25,5,4.5,5,4.25,1.552.25451.752.752.252.251.754.554.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,5,2.5,3.75,5,1.75,2.5,2.25,2.25,5,4.75,4.75,4.25,1.7552.53.7551.752.52.252.251.754.754.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4.75,2.25,4,4.75,2,2.75,2,2.5,5,4.5,5,4,1.754.752.2544.7522.7522.524.554
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2,4.75,2.5,3.75,4.75,2,2.5,2.25,2.5,5,4.75,4.75,4,24.752.53.754.7522.52.252.524.754.754
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.75,2.25,3.75,3.75,2.5,3,2,2.25,4.75,4.25,4.25,3.75,2.53.752.253.753.752.5322.252.54.254.253.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.75,2.5,3.5,3.75,2.5,2.75,2,2.25,4.75,4.5,4,3.75,2.753.752.53.53.752.52.7522.252.54.543.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,3.5,2.25,3.75,3.5,2.75,3,1.75,2.5,4.75,4.25,4.25,3.5,2.753.52.253.753.52.7531.752.52.754.254.253.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3,3.5,2.5,3.5,3.5,2.75,2.75,2,2.5,4.75,4.5,4,3.5,33.52.53.53.52.752.7522.52.754.543.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,4.25,2.75,5,4.25,2,2.75,2.25,2,4.25,4,4,4,2.54.252.7554.2522.752.2522444
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,4.25,3,4.75,4.25,2,2.5,2.25,2,4.25,4.25,3.75,4,2.754.2534.754.2522.52.25224.253.754
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2.75,4,2.75,5,4,2.25,2.75,2,2.25,4.25,4,4,3.75,2.7542.75542.252.7522.252.25443.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3,4,3,4.75,4,2.25,2.5,2.25,2.25,4.25,4.25,3.75,3.75,3434.7542.252.52.252.252.254.253.753.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4.5,2.75,4.75,4,2.25,3.25,2.25,2,4.5,4,4.5,4.25,2.254.52.754.7542.253.252.2522.2544.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4.5,3,4.5,4,2.25,3,2.25,2,4.5,4.25,4.25,4.25,2.54.534.542.2532.2522.254.254.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,4.25,2.75,4.75,3.75,2.5,3.25,2,2.25,4.5,4,4.5,4,2.54.252.754.753.752.53.2522.252.544.54
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2.75,4.25,3,4.5,3.75,2.5,3,2.25,2.25,4.5,4.25,4.25,4,2.754.2534.53.752.532.252.252.54.254.254
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,5.25,2,4.25,5.25,1.5,3,1.75,2.5,5.25,4.75,5,4.75,1.55.2524.255.251.531.752.51.54.7554.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,5.25,2.25,4,5.25,1.5,2.75,1.75,2.5,5.25,5,4.75,4.75,1.755.252.2545.251.52.751.752.51.554.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.75,5,2,4.25,5,1.75,3,1.5,2.75,5.25,4.75,5,4.5,1.75524.2551.7531.52.751.754.7554.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2,5,2.25,4,5,1.75,2.75,1.75,2.75,5.25,5,4.75,4.5,252.25451.752.751.752.751.7554.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,4,3,3.25,3.75,2.5,2.25,2.75,1.75,4.75,3.75,4.5,4,2.25433.253.752.52.252.751.752.53.754.54
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,4,3.25,3,3.75,2.5,2,2.75,1.75,4.75,4,4.25,4,2.543.2533.752.522.751.752.544.254
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.5,3.75,3,3.25,3.5,2.75,2.25,2.5,2,4.75,3.75,4.5,3.75,2.53.7533.253.52.752.252.522.753.754.53.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.75,3.75,3.25,3,3.5,2.75,2,2.75,2,4.75,4,4.25,3.75,2.753.753.2533.52.7522.7522.7544.253.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.25,3,3.5,4.25,2.25,2.75,2.75,2.25,5.25,4.75,4.75,4.75,24.2533.54.252.252.752.752.252.254.754.754.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.25,3.25,3.25,4.25,2.25,2.5,2.75,2.25,5.25,5,4.5,4.75,2.254.253.253.254.252.252.52.752.252.2554.54.75
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.25,4,3,3.5,4,2.5,2.75,2.5,2.5,5.25,4.75,4.75,4.5,2.25433.542.52.752.52.52.54.754.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.5,4,3.25,3.25,4,2.5,2.5,2.75,2.5,5.25,5,4.5,4.5,2.543.253.2542.52.52.752.52.554.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.75,2.5,4.75,4.75,1.75,2.5,2,2.75,4.75,4,4.5,4.5,1.754.752.54.754.751.752.522.751.7544.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.75,2.75,4.5,4.75,1.75,2.25,2,2.75,4.75,4.25,4.25,4.5,24.752.754.54.751.752.2522.751.754.254.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2,4.5,2.5,4.75,4.5,2,2.5,1.75,3,4.75,4,4.5,4.25,24.52.54.754.522.51.753244.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.25,4.5,2.75,4.5,4.5,2,2.25,2,3,4.75,4.25,4.25,4.25,2.254.52.754.54.522.252324.254.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4.75,2.5,4.5,4.5,2,3,2.25,2.5,5,4.5,4.75,4.5,24.752.54.54.5232.252.524.54.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4.75,2.75,4.25,4.5,2,2.75,2.25,2.5,5,4.75,4.5,4.5,2.254.752.754.254.522.752.252.524.754.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,4.5,2.5,4.5,4.25,2.25,3,2,2.75,5,4.5,4.75,4.25,2.254.52.54.54.252.25322.752.254.54.754.25
"Koopa Troopa, Lakitu, Bowser Jr","Pipe Frame, Varmint, City Tripper","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.5,4.5,2.75,4.25,4.25,2.25,2.75,2.25,2.75,5,4.75,4.5,4.25,2.54.52.754.254.252.252.752.252.752.254.754.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4,1.75,3.5,4.25,2.5,2.75,2.75,2.75,4.5,4.25,4.5,4.5,1.541.753.54.252.52.752.752.752.54.254.54.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4,2,3.25,4.25,2.5,2.5,2.75,2.75,4.5,4.5,4.25,4.5,1.75423.254.252.52.52.752.752.54.54.254.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,3.75,1.75,3.5,4,2.75,2.75,2.5,3,4.5,4.25,4.5,4.25,1.753.751.753.542.752.752.532.754.254.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2,3.75,2,3.25,4,2.75,2.5,2.75,3,4.5,4.5,4.25,4.25,23.7523.2542.752.52.7532.754.54.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.75,1.75,3.25,3,3.25,3,2.5,2.75,4.25,4,3.75,4,2.52.751.753.2533.2532.52.753.2543.754
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.75,2,3,3,3.25,2.75,2.5,2.75,4.25,4.25,3.5,4,2.752.752333.252.752.52.753.254.253.54
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,2.5,1.75,3.25,2.75,3.5,3,2.25,3,4.25,4,3.75,3.75,2.752.51.753.252.753.532.2533.543.753.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3,2.5,2,3,2.75,3.5,2.75,2.5,3,4.25,4.25,3.5,3.75,32.5232.753.52.752.533.54.253.53.75
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.25,2.25,4.5,3.5,2.75,2.75,2.75,2.5,3.75,3.75,3.5,4.25,2.53.252.254.53.52.752.752.752.52.753.753.54.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.25,2.5,4.25,3.5,2.75,2.5,2.75,2.5,3.75,4,3.25,4.25,2.753.252.54.253.52.752.52.752.52.7543.254.25
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2.75,3,2.25,4.5,3.25,3,2.75,2.5,2.75,3.75,3.75,3.5,4,2.7532.254.53.2532.752.52.7533.753.54
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3,3,2.5,4.25,3.25,3,2.5,2.75,2.75,3.75,4,3.25,4,332.54.253.2532.52.752.75343.254
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.5,2.25,4.25,3.25,3,3.25,2.75,2.5,4,3.75,4,4.5,2.253.52.254.253.2533.252.752.533.7544.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.5,2.5,4,3.25,3,3,2.75,2.5,4,4,3.75,4.5,2.53.52.543.25332.752.5343.754.5
"Koopa Troopa, Lakitu, Bowser Jr","Prancer, Sport Bike, Jet Bike","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,3.25,2.25,4.25,3,3.25,3.25,2.5,2.75,4,3.75,4,4.25,2.53.252.254.2533.253.252.52.753.253.7544.25
